date,composite_close,photo_neg_companies,photo_neg_industries,photo_neg_policies,photo_neg_technology,text_neg_companies,text_neg_industries,text_neg_policies,text_neg_technology,Mkt-RF,SMB,HML,RMW,CMA,RF
2/13/2018,3184.96,0.535910379,0.869000494,0.715886716,0.003056506,0.552846476,0.512468672,0.51031386,0.461309524,0.31,0.12,-0.24,0.19,-0.04,0.006
2/14/2018,3199.16,0.994084835,0.903537273,0.039680162,0.526402385,0.533854167,0.5,0.530252525,0.5721875,1.52,0.29,0.48,-0.69,-0.09,0.006
2/22/2018,3268.56,0.532927451,0.781478247,0.627392896,0.5586557,0.501242018,0.507243327,0.504230444,0.484054235,0.01,-0.05,-0.41,0.1,0.48,0.006
2/23/2018,3289.02,0.004463463,0.977014825,0.989348412,0,0.516805568,0.489274989,0.522418077,0.473710317,1.54,-0.37,-0.14,-0.17,-0.14,0.006
2/26/2018,3329.57,0.419419388,0.497467055,0.463177083,0.546201029,0.507361322,0.51466056,0.500008304,0.575720488,1.12,-0.47,-0.06,-0.18,-0.25,0.006
2/27/2018,3292.07,0.54987182,0,0.346735155,0.565208413,0.496224732,0.4984375,0.512748245,0.479613095,-1.25,-0.19,0.03,-0.1,-0.1,0.006
2/28/2018,3259.41,0.670847272,0,0.237048052,0.718576789,0.511349761,0.539467593,0.473204568,0.520833333,-1.11,-0.43,-0.31,0.21,-0.27,0.006
3/1/2018,3273.75,0.698431735,0.707153877,0.516989979,0.05156957,0.499177563,0.462329435,0.477351685,0.570799453,-1.19,0.95,-0.03,-0.25,0.04,0.006
3/2/2018,3254.53,0.48272091,0,0.980607013,0.716035664,0.525721396,0.581495098,0.57468469,0.520162631,0.7,1.11,-0.48,-0.45,-0.39,0.006
3/5/2018,3256.93,0.784149551,0.576977505,0.355741914,0.672164678,0.544013,0.473992471,0.524310032,0.496882088,1.07,-0.41,0.22,-0.56,0.07,0.006
3/6/2018,3289.64,0.317500588,0.737677554,0.582537116,0.391789397,0.507204992,0.510035798,0.544854837,0.508419746,0.36,0.69,0.13,0.21,-0.06,0.006
3/7/2018,3271.67,0.607962285,0.514062577,0.275180735,0.271652264,0.46991897,0.517938312,0.480401976,0.535331263,0.05,0.76,-0.44,-0.07,-0.41,0.006
3/8/2018,3288.41,0.438202431,0.776882723,0.532703649,0.652512133,0.47008547,0.529063631,0.490151628,0.458333333,0.38,-0.58,-0.35,0.03,-0.17,0.006
3/9/2018,3307.17,0.701206689,0.194295863,0.754189144,0.999723017,0.511401994,0.527689197,0.498090689,0.579761905,1.71,-0.18,0.27,-0.24,-0.03,0.006
3/12/2018,3326.70,0.430057824,0.627113948,0.513237315,0.378564656,0.507180524,0.482291667,0.531796218,0.481155303,-0.09,0.44,-0.08,-0.31,-0.24,0.006
3/13/2018,3310.24,0.687482003,0.531904519,0.499341259,0.69801183,0.531549531,0.47142094,0.5127501,0.584210526,-0.67,0.09,0.03,0.46,0.05,0.006
3/14/2018,3291.38,0.651076574,0.972756445,0.604358728,0.012252419,0.515394042,0.423369565,0.51021164,0.533333333,-0.53,0.15,-0.57,-0.13,-0.43,0.006
3/15/2018,3291.11,0.515639571,0.65452581,0.320316846,0.188927131,0.538412267,0.516799176,0.498527302,0.46196772,-0.17,-0.39,0.31,0.12,-0.13,0.006
3/16/2018,3269.88,0.590015869,0.565920115,0.543981511,0.608754072,0.52172619,0.445833333,0.512472493,0.55550887,0.25,0.47,0.17,0.07,0.32,0.006
3/19/2018,3279.25,0.471139729,0.366394896,0.419060095,0.42493334,0.412320885,0.415598567,0.37707827,0.388017468,-1.37,0.42,0.41,0.31,0.1,0.006
3/20/2018,3290.64,0.320251733,0.374945162,0.389439867,0.744241595,0.530221822,0.497427638,0.550257202,0.49448189,0.14,-0.13,-0.36,-0.04,-0.12,0.006
3/21/2018,3280.95,0.436004209,0.095011851,0.569487503,0.596328784,0.5072227,0.450614316,0.517217631,0.506458594,-0.07,0.69,0.44,-1.12,0.82,0.006
3/22/2018,3263.48,0.290360534,0.003436215,0.420894664,0.75204383,0.509379291,0.482903439,0.496355171,0.512326389,-2.54,0.4,-0.49,0.22,0.04,0.006
3/23/2018,3152.76,0.395196822,0.003310198,0.348777406,0.445516244,0.518748096,0.517857143,0.461321468,0.509662968,-2.1,0.1,-0.23,0.09,0.76,0.006
3/26/2018,3133.72,0.406274111,0.662214515,0.417343298,0.384291136,0.54667951,0.494340385,0.504239334,0.385790782,2.67,-0.63,0.03,-0.02,-0.6,0.006
3/27/2018,3166.65,0.604300462,0.793393373,0.797803303,0.273834658,0.548812217,0.499015452,0.498046348,0.497409759,-1.87,-0.22,0.37,0.81,0.55,0.006
3/28/2018,3122.29,0.377621559,0.203043233,0.717799142,0.456020967,0.53652312,0.52433438,0.516428571,0.556712454,-0.35,0.19,0.64,0.77,0.05,0.006
3/29/2018,3160.53,0.613088685,0.511123989,0.34417219,0.319767199,0.492466232,0.515012418,0.478590175,0.536834734,1.41,-0.31,-0.22,-0.36,-0.15,0.006
3/30/2018,3168.90,0.93249172,0.343522633,0.415199911,0.395443529,0.526547619,0.527179716,0.498911573,0.611111111,0,0,0,0,0,0
4/2/2018,3163.18,0.489486938,0.298487362,0.720523447,0.623452724,0.399905635,0.345373626,0.501409312,0.333093011,-2.3,-0.07,0.38,0.14,-0.1,0.007
4/3/2018,3136.63,0.681190507,0.504584956,0.362360212,0.377376646,0.564273102,0.484454144,0.532503777,0.503293485,1.25,-0.02,0.18,0.25,0.16,0.007
4/4/2018,3131.11,0.378626159,0.331445831,0.320389518,0.794246127,0.525680736,0.526434131,0.460840956,0.550480769,1.17,0.34,-0.32,0.07,-0.14,0.007
4/9/2018,3138.29,0.2847227,0.591091468,0.400190906,0.705041761,0.527484902,0.350398992,0.503525284,0.420419274,0.3,-0.23,-0.51,-0.75,-0.3,0.007
4/10/2018,3190.32,0.520708622,0.532061469,0.231440543,0.048534434,0.570049261,0.529365079,0.499512314,0.394736842,1.77,0.33,-0.12,-0.92,0.4,0.007
4/11/2018,3208.08,0.040427199,0.269019872,0.320173119,0.900299609,0.565709175,0.55,0.517748119,0.421875,-0.49,0.79,-0.3,-0.65,0.28,0.007
4/12/2018,3180.16,0.954598089,0,0.421179809,0.816006809,0.491901552,0.475191296,0.472420706,0.462740385,0.85,-0.16,0.19,-0.22,0.02,0.007
4/13/2018,3159.05,0.374229435,0.217590262,0.568340627,0.509418179,0.509859014,0.497228423,0.498127364,0.500923097,-0.37,-0.11,-0.25,-0.08,0.18,0.007
4/16/2018,3110.65,0.540485456,0.3802167,0.741662756,0.082652403,0.467142185,0.385417259,0.482820105,0.055728295,0.82,0.14,-0.02,0.82,0.04,0.007
4/17/2018,3066.80,0.525902001,0.165633657,0.751424302,0.996792952,0.554536318,0.50761803,0.503204992,0.478795944,1.09,0,-1.18,-0.31,-0.47,0.007
4/18/2018,3091.40,0.43619597,0.690882221,0.336877423,0.524640024,0.500371148,0.53570365,0.497862144,0.537323232,0.13,0.21,0.02,-0.28,0.42,0.007
4/19/2018,3117.38,0.753847143,0.447910695,0.331882539,0.996844143,0.545636929,0.519974415,0.476031746,0.458669823,-0.49,-0.3,1.08,-0.48,0.1,0.007
4/20/2018,3071.54,0.771547121,0.340241343,0.238485762,0.330674368,0.551928786,0.517410714,0.475053541,0.477117327,-0.81,0.12,0.58,-0.55,0.3,0.007
4/23/2018,3068.01,0.400013041,0.485996338,0.335738804,0.625455314,0.499182661,0.362382093,0.507509566,0.526739066,-0.05,-0.06,0.19,0.3,0.07,0.007
4/24/2018,3128.93,0.054889563,0.657402754,0.428410004,0.769746178,0.562003968,0.525917029,0.514980593,0.533691995,-1.3,0.64,1.02,0.04,0.2,0.007
4/25/2018,3117.97,0.996984899,0.669726116,0.119890557,0.982451141,0.55669452,0.485893158,0.551747156,0.546297244,0.11,-0.28,0.06,0.41,0.21,0.007
4/26/2018,3075.03,0.596315192,0.223197882,0.377481197,0.726028254,0.526416681,0.495454545,0.511850595,0.503973117,0.95,-0.56,-0.85,-0.58,-0.51,0.007
4/27/2018,3082.23,0.712889688,0.492661371,0.604150028,0.48130867,0.54058152,0.484658108,0.511635711,0.489356906,0.01,-0.26,0.04,0.53,0.11,0.007
5/2/2018,3081.18,0.402631955,0.412046893,0.789552473,0.692809076,0.422211149,0.498872713,0.512786573,0.424035412,-0.62,1.25,-0.35,0.04,-0.04,0.006
5/3/2018,3100.86,0.40447107,0.776054554,0.550521438,0.869040112,0.547235172,0.506673882,0.491170635,0.489518634,-0.25,-0.61,-0.15,0.04,-0.12,0.006
5/4/2018,3091.03,0.34431556,0.507238,0.442828931,0.928445444,0.545659879,0.494419643,0.502377717,0.514095928,1.3,-0.03,-0.2,-0.4,0.07,0.006
5/7/2018,3136.64,0.382421552,0.57585728,0.493262613,0.684367346,0.526785333,0.502164058,0.478203593,0.507450208,0.41,0.38,-0.33,-0.55,-0.32,0.006
5/8/2018,3161.50,0.723438175,0.407243655,0.64117149,0.652130007,0.571104133,0.503776042,0.49130845,0.480729167,0.07,0.5,0.23,-0.29,0.08,0.006
5/9/2018,3159.15,0.60346056,0.596766107,0.643814102,0.468375336,0.559203042,0.514283477,0.522542735,0.504385965,0.9,-0.26,0.25,-0.92,-0.03,0.006
5/10/2018,3174.41,0.811063091,0.413929667,0.531296119,0.388276546,0.513001856,0.517376894,0.520999111,0.538750501,0.85,-0.38,-0.04,0.24,-0.31,0.006
5/11/2018,3163.26,0.68156203,0.532789837,0.540859507,0.513845406,0.521885196,0.522518681,0.461673414,0.563461538,0.19,0.13,-0.38,0.26,0.12,0.006
5/14/2018,3174.03,0.414293712,0.657954742,0.29816974,0.635223121,0.374564671,0.360207689,0.476826861,0.43264756,0.05,-0.3,0.11,-0.21,0.52,0.006
5/15/2018,3192.12,0.69631099,0.730254947,0.790187856,0.66328355,0.522899044,0.440084543,0.483689574,0.536210317,-0.55,0.71,0.4,-0.07,0.42,0.006
5/16/2018,3169.57,0.558606603,0.632810461,0.501851361,0.288331709,0.532756098,0.523611111,0.50707961,0.50508547,0.5,0.69,-0.25,0.36,0.11,0.006
5/17/2018,3154.28,0.647497808,0.579722567,0.588826046,0.64398391,0.519258693,0.481520646,0.560274162,0.50491453,0.01,0.87,0.29,-0.37,0.3,0.006
5/18/2018,3193.30,0.243838887,0.533323027,0.410507552,0.730359545,0.535830527,0.493837535,0.539383013,0.544036365,-0.23,0.46,-0.62,0.14,-0.22,0.006
5/21/2018,3213.84,0.683276561,0.556896164,0.564600767,0.578098892,0.51220458,0.366250055,0.374945232,0.391287853,0.72,-0.18,0.44,0.15,0.11,0.006
5/22/2018,3214.35,0.963321984,0.46898595,0.478156654,0.713793144,0.541728095,0.514285714,0.525041427,0.506300607,-0.42,-0.65,0.61,-0.3,-0.37,0.006
5/23/2018,3168.96,0.691552854,0.376418388,0.41187587,0.677490179,0.502791919,0.494444444,0.522436329,0.527297009,0.29,-0.06,-0.69,0,-0.33,0.006
5/24/2018,3154.65,0.45519959,0.847971321,0.709512498,0.210207479,0.529523477,0.538269749,0.510930736,0.535677786,-0.16,0.34,-0.35,0.5,0.09,0.006
5/25/2018,3141.30,0.487129354,0.662671842,0.670107212,0.586035601,0.535128648,0.536227299,0.539025298,0.505477608,-0.22,0.24,-0.39,0.59,-0.53,0.006
5/28/2018,3135.08,0.644628065,0.572309435,0.861609001,0.444328067,0.51276478,0.371686071,0.564538399,0.402569973,0,0,0,0,0,0
5/29/2018,3120.46,0.501963661,0.669240536,0.779935207,0.809147712,0.508475094,0.473862045,0.535206211,0.495945946,-1.03,1.11,-1.03,0.17,-0.02,0.006
5/30/2018,3041.44,0.728530229,0.674877102,0.47716024,0.003438779,0.560564124,0.556060606,0.5,0.55,1.31,0.03,0.37,-0.74,0.19,0.006
5/31/2018,3095.47,0.475742314,0.660922482,0.623231855,0.798774378,0.543247148,0.483033035,0.518733131,0.545714286,-0.7,0.05,-0.43,-0.5,-0.17,0.006
6/1/2018,3075.14,0.557107891,0.698334111,0.479046336,0.315333882,0.570934734,0.503076467,0.523731715,0.507807018,1.06,-0.21,-0.1,-0.07,-0.2,0.006
6/4/2018,3091.19,0.451557674,0.292529152,0.438417603,0.51774465,0.500515733,0.49055597,0.524772995,0.469705662,0.48,0.17,-0.45,1.08,-0.32,0.006
6/5/2018,3114.21,0.52498981,0.653167346,0.795883493,0.603970399,0.50290531,0.500625743,0.505555556,0.48984375,0.16,0.78,-0.44,0.2,0.08,0.006
6/6/2018,3115.18,0.647661872,0.453131806,0.438383233,0.360294129,0.525853657,0.523275456,0.489487204,0.505914918,0.86,-0.27,0.21,0.01,0.16,0.006
6/7/2018,3109.50,0.684386295,0.690247635,0.469329635,0.784989718,0.531970841,0.436458333,0.48267892,0.532670626,-0.14,-0.25,0.93,0.17,0.62,0.006
6/8/2018,3067.15,0.785413474,0.767197036,0.595492457,0.501295905,0.54570512,0.475354507,0.544375705,0.511667477,0.31,0.05,-0.4,0.24,-0.2,0.006
6/11/2018,3052.78,0.214391337,0.545234166,0.542292584,0.612645021,0.396044181,0.473338562,0.372566661,0.368166106,0.12,0.15,-0.16,0.22,0.23,0.006
6/12/2018,3079.80,0.735978298,0.50319745,0.31171627,0.983727753,0.550014966,0.491198451,0.510784314,0.447048611,0.23,0.19,-0.63,0.1,-0.17,0.006
6/13/2018,3049.80,0.36467095,0.838852706,0.352472778,0.616232187,0.505338334,0.464836212,0.544635064,0.503697419,-0.33,0.02,-0.2,-0.58,-0.18,0.006
6/14/2018,3044.16,0.689469019,0.487396549,0.722684935,0.500600167,0.493489855,0.516019848,0.513178662,0.492403953,0.28,0.2,-1.01,-0.02,-0.61,0.006
6/15/2018,3021.90,0.578605274,0.7778308,0.573787358,0.205078484,0.546435406,0.535019898,0.497301789,0.465616415,-0.07,0.11,-0.25,0.69,-0.16,0.006
6/19/2018,2907.82,0.545235148,0.460778236,0.233029268,0.522406469,0.550027342,0.525841317,0.340932859,0.49152636,-0.38,0.52,-0.14,-0.24,-0.37,0.006
6/20/2018,2915.73,0.574350696,0.762200357,0.571283753,0,0.531849357,0.497447721,0.520832412,0,0.23,0.66,-0.51,-0.17,0.09,0.006
6/21/2018,2875.81,0.450713348,0.621708765,0.413831119,0.417979445,0.558999395,0.504821429,0.525980022,0.538431187,-0.73,-0.56,0.33,0.5,0.09,0.006
6/22/2018,2889.76,0.608971051,0.952683826,0.640803608,0.69582205,0.500444401,0.469551282,0.517180563,0.57388664,0.11,-0.08,0.46,-0.52,0.91,0.006
6/25/2018,2859.34,0.302862564,0.459315481,0.660331938,0.384841432,0.384918512,0.506498809,0.519206221,0.412323838,-1.48,-0.46,0.57,0.65,0.17,0.006
6/26/2018,2844.51,0.488122801,0.370841033,0.568413602,0.900319397,0.500396194,0.532596347,0.498344017,0.4375,0.27,0.51,-0.24,-0.51,0.06,0.006
6/27/2018,2813.18,0.718837796,0.573377624,0.480270534,0.390074572,0.491046883,0.473125,0.494883578,0.513825758,-1.02,-1.01,0.36,-0.07,0.52,0.006
6/28/2018,2786.90,0.519475834,0.565438653,0.399037592,0.898819029,0.518716931,0.45579594,0.508333333,0.51121782,0.58,-0.2,-0.51,-0.2,-0.58,0.006
6/29/2018,2847.42,0.4969149,0.502124986,0.567224261,0.755173293,0.545069551,0.527804648,0.51448238,0.500520833,0.06,-0.24,-0.24,-0.25,0.01,0.006
7/2/2018,2775.56,0.629273191,0.701191731,0.391344443,0.46438774,0.505752067,0.516691362,0.492873625,0.32577999,0.36,0.45,-0.25,-0.08,-0.54,0.008
7/3/2018,2786.89,0.524093888,0.611642808,0.645772019,0.361938613,0.512519888,0.493308434,0.436864177,0.560353535,-0.44,0.76,-0.02,-0.28,0.45,0.008
7/4/2018,2759.13,0.637450705,0.412528663,0.610901122,0.616328234,0.498084312,0.452187473,0.522155307,0.482843353,0,0,0,0,0,0
7/5/2018,2733.88,0.668301777,0.544003193,0.023265724,0.001066157,0.557017544,0.495903635,0.513636364,0.453125,0.87,0.39,-0.43,0.33,-0.17,0.008
7/6/2018,2747.23,0.550836283,0.999480426,0.249696584,0.51862953,0.511655012,0.540922619,0.470028469,0.55,0.88,-0.02,-0.3,-0.26,-0.15,0.008
7/9/2018,2815.11,0.481002056,0.411068003,0.487327733,0.304972007,0.357686872,0.3215688,0.515647318,0.482246204,0.94,-0.29,0.86,0.01,-0.21,0.008
7/10/2018,2827.63,0.67035507,0.696761691,0.578159964,0.569586526,0.530931973,0.50062709,0.478121976,0.523214286,0.21,-0.83,-0.16,0.11,0.29,0.008
7/11/2018,2777.77,0.625620096,0.574745174,0.463486967,0.392920466,0.501172286,0.452433695,0.515902135,0.522569444,-0.7,-0.06,-0.46,-0.12,-0.33,0.008
7/12/2018,2837.66,0.454136038,0.236746961,0.424554927,0.883062854,0.529803241,0.438392857,0.494046615,0.517958499,0.85,-0.44,-1.16,-0.04,-0.48,0.008
7/13/2018,2831.18,0.511743385,0.536582085,0.757467521,0.444649251,0.560144052,0.483595449,0.503798581,0.501388889,0.08,-0.18,-0.29,0.33,0.18,0.008
7/16/2018,2814.04,0.274563578,0.460960236,0.658163054,0.376682869,0.385870681,0.345148965,0.524398541,0.434648354,-0.16,-0.61,0.97,-0.21,-0.14,0.008
7/17/2018,2798.13,0.514937889,0.44279595,0.191054879,0.454184628,0.532840377,0.502471316,0.528483934,0.520802669,0.48,0.17,-0.74,0.13,-0.23,0.008
7/18/2018,2787.26,0.419348342,0.329978198,0.517864372,0,0.514761388,0.510986853,0.497159091,0,0.27,-0.15,0.68,-0.17,-0.15,0.008
7/19/2018,2772.55,0.532939154,0.342257192,0.519907281,0.220910411,0.493606702,0.487800888,0.499856668,0.518589744,-0.34,0.92,-0.36,0.22,0.04,0.008
7/20/2018,2829.27,0.453663673,0.495654323,0.256050507,0.046286866,0.495878145,0.492316996,0.5125,0.515625,-0.1,-0.17,0.11,0.09,-0.22,0.008
7/23/2018,2859.54,0.560948586,0.372240705,0.410576248,0.651912413,0.522769749,0.361591923,0.51779446,0.516800514,0.16,-0.19,0.54,-0.21,-0.2,0.008
7/24/2018,2905.56,0.23804436,0.542596238,0.395353481,0.00920477,0.525538308,0.484069749,0.499419221,0.463235294,0.22,-1.33,0.39,0.49,0.08,0.008
7/25/2018,2903.65,0.386171315,0.734739006,0.816709302,0.989807069,0.497559932,0.478863346,0.477272727,0.473684211,0.84,-0.59,-1.06,0.07,-0.33,0.008
7/26/2018,2882.23,0.384331941,0.230119106,0.348561145,0.055016547,0.501950184,0.504471153,0.488425926,0.516208791,-0.21,0.77,0.58,-0.04,0.59,0.008
7/27/2018,2873.59,0.526739352,0.805978682,0.494927863,0.743127336,0.515980638,0.511726391,0.513966049,0.422247318,-0.82,-1.21,1.06,0.51,0.5,0.008
7/30/2018,2869.05,0.596574286,0.583850693,0.344749476,0.317961251,0.471084502,0.505536671,0.526948387,0.475066143,-0.71,0.02,1.59,0.31,1.03,0.008
7/31/2018,2876.40,0.362445175,0.675918646,0.705221315,0.594819761,0.499725877,0.507892416,0.516239779,0.476215278,0.51,0.72,-1.1,0.27,0.24,0.008
8/1/2018,2824.53,0.216086285,0.574357449,0.501288839,0.627277742,0.46311524,0.515405208,0.525322712,0.539732906,-0.13,-0.01,-0.22,-0.16,-0.79,0.007
8/2/2018,2768.02,0.621135113,0.676571726,0.343374302,0.487096806,0.512594412,0.506536172,0.491641971,0.556785714,0.67,0.19,-0.65,-0.03,-0.55,0.007
8/3/2018,2740.44,0.486646984,0.653550446,0.256308724,0.664611833,0.506987324,0.46353694,0.420687135,0.530784822,0.31,-0.93,0.51,0.63,0.38,0.007
8/6/2018,2705.16,0.694299508,0.621047641,0.504350547,0.587661658,0.56631263,0.49463075,0.476806649,0.493183778,0.46,0.23,-0.33,-0.31,-0.21,0.007
8/7/2018,2779.37,0.503719184,0.807606377,0.425534707,0.32519929,0.517135642,0.464985994,0.551143265,0.470187129,0.29,-0.02,-0.15,-0.31,-0.15,0.007
8/8/2018,2744.07,0.739569461,0.659323215,0.743992107,0.398776516,0.483403738,0.479910714,0.475836482,0.513888889,-0.04,-0.12,0.26,-0.03,-0.07,0.007
8/9/2018,2794.38,0.477871306,0.527609101,0.563453036,0.319870163,0.483647978,0.518035457,0.479057433,0.53968254,-0.05,0.35,-0.35,0.02,-0.23,0.007
8/10/2018,2795.31,0.437966303,0.85478121,0.056292453,0.335291597,0.555307315,0.491071429,0.474663561,0.556170141,-0.6,0.31,-0.21,-0.27,0.24,0.007
8/13/2018,2785.87,0.326996991,0.666442111,0.366269203,0.077582511,0.292849943,0.494438015,0.36678543,0.326508879,-0.46,-0.21,-0.29,0.31,0.03,0.007
8/14/2018,2780.96,0.595828345,0.606167645,0.574473124,0.623177287,0.553432139,0.493098568,0.530537215,0.526824738,0.69,0.32,0.22,0.35,0.2,0.007
8/15/2018,2723.26,0.519797035,0.141950798,0.520995477,0.054762508,0.499567308,0.50530303,0.52168803,0.501241582,-0.91,-0.52,-0.14,0.64,-0.11,0.007
8/16/2018,2705.19,0.606482638,0.257158101,0.469339499,0.660269741,0.488132574,0.541666667,0.498320707,0.547743056,0.86,-0.03,0.26,-0.09,0.41,0.007
8/17/2018,2668.97,0.345825087,0.473879706,0.22977578,0.400169306,0.538604288,0.500390254,0.482262913,0.479166667,0.3,0.13,0.01,0.22,0.16,0.007
8/20/2018,2698.47,0.586922941,0.859823121,0.389476907,0.225662581,0.509782981,0.534427966,0.525106231,0.539400134,0.25,0.15,0.14,0.1,0.14,0.007
8/21/2018,2733.83,0.610560035,0.674811803,0.671354687,0.085656922,0.482953193,0.521718533,0.503510379,0.5102657,0.33,0.92,0.14,-0.25,-0.27,0.007
8/22/2018,2714.61,0.24218018,0.814536454,0.647669856,0.780219913,0.521003401,0.459472052,0.469618056,0.545138889,0.05,0.29,-0.35,-0.51,-0.28,0.007
8/23/2018,2724.62,0.735626048,0.93618688,0.052485007,0.923434675,0.500897195,0.5,0.560084034,0.513888889,-0.19,-0.1,-0.33,-0.01,-0.18,0.007
8/24/2018,2729.43,0.551348039,0.202523007,0.95799236,0.675395892,0.476768425,0.489483066,0.5,0.471540511,0.63,-0.08,-0.58,-0.31,-0.19,0.007
8/27/2018,2780.90,0.93008392,0.501242737,0.472870655,0.203622698,0.504861086,0.507894972,0.376317352,0.363119703,0.74,-0.61,-0.16,-0.2,-0.39,0.007
8/28/2018,2777.98,0.490360312,0.412511986,0.211963475,0.516564565,0.573151774,0.484884782,0.536323052,0.5625,-0.01,-0.12,-0.23,0.11,-0.05,0.007
